timestamp,sensor_id,temperature,humidity,anomaly_flag,data_quality_score
2025-10-01 21:17:31,2,27.2,57.78,Normal,100
2025-10-01 21:17:36,3,26.44,38.81,Normal,100
2025-10-01 21:17:41,2,21.04,33.36,Normal,100
2025-10-01 21:17:46,3,20.96,37.3,Normal,100
2025-10-01 21:17:51,1,27.39,40.68,Normal,100
2025-10-01 21:17:56,3,30.05,40.32,Normal,100
2025-10-01 21:18:01,1,29.08,44.79,Normal,100
2025-10-01 21:18:06,5,21.62,53.18,Normal,100
2025-10-01 21:18:11,5,34.0,58.59,Anomaly,100
2025-10-01 21:18:16,5,33.38,30.03,Anomaly,100
2025-10-01 21:18:21,1,22.78,44.51,Normal,100
2025-10-01 21:18:26,5,26.26,36.84,Normal,100
2025-10-01 21:18:31,3,31.86,47.86,Normal,100
2025-10-01 21:18:36,1,31.18,58.76,Normal,100
2025-10-01 21:18:41,5,34.03,46.07,Normal,100
2025-10-01 21:18:46,3,34.05,33.03,Normal,100
2025-10-01 21:18:51,3,22.69,58.92,Normal,100
2025-10-01 21:18:56,4,20.95,57.17,Normal,100
2025-10-01 21:19:01,2,24.47,57.84,Normal,100
2025-10-01 21:19:06,1,29.35,39.1,Normal,100
2025-10-01 21:19:11,4,30.11,43.24,Normal,100
2025-10-01 21:19:16,5,32.45,47.93,Normal,100
2025-10-01 21:19:21,4,22.68,52.52,Normal,100
2025-10-01 21:19:26,3,33.28,32.25,Normal,100
2025-10-01 21:19:31,5,31.61,48.42,Normal,100
2025-10-01 21:19:36,2,31.75,36.77,Normal,100
2025-10-01 21:19:41,2,30.21,52.62,Normal,100
2025-10-01 21:19:46,5,21.29,51.8,Normal,100
2025-10-01 21:19:51,3,30.92,58.66,Normal,100
2025-10-01 21:19:56,4,25.88,39.42,Normal,100
2025-10-01 21:20:01,3,24.78,41.8,Normal,100
2025-10-01 21:20:06,2,24.89,51.08,Normal,100
2025-10-01 21:20:11,3,21.37,49.43,Normal,100
2025-10-01 21:20:16,4,24.0,52.21,Normal,100
2025-10-01 21:20:21,3,22.96,59.6,Anomaly,100
2025-10-01 21:20:26,5,32.76,35.09,Normal,100
2025-10-01 21:20:31,1,20.16,51.16,Anomaly,100
2025-10-01 21:20:36,5,21.45,35.44,Normal,100
2025-10-01 21:20:41,5,33.79,41.34,Normal,100
2025-10-01 21:20:46,2,28.55,47.49,Normal,100
2025-10-01 21:20:51,5,33.19,57.23,Normal,100
2025-10-01 21:20:56,2,28.13,53.16,Normal,100
2025-10-01 21:21:01,3,30.8,54.91,Normal,100
2025-10-01 21:21:06,2,33.52,58.49,Normal,100
2025-10-01 21:21:11,5,26.61,45.96,Normal,100
2025-10-01 21:21:16,2,32.42,57.95,Normal,100
2025-10-01 21:21:21,1,33.12,35.38,Normal,100
2025-10-01 21:21:26,2,22.0,52.85,Normal,100
2025-10-01 21:21:31,3,26.62,49.91,Normal,100
2025-10-01 21:21:36,3,23.6,49.88,Normal,100
2025-10-01 21:21:41,3,23.21,49.41,Normal,100
2025-10-01 21:21:46,1,26.79,48.38,Normal,100
2025-10-01 21:21:51,1,27.05,50.48,Normal,100
2025-10-01 21:21:56,2,20.46,36.53,Normal,100
2025-10-01 21:22:01,2,25.79,36.07,Normal,100
2025-10-01 21:22:06,2,24.13,53.98,Normal,100
2025-10-01 21:22:11,3,23.28,47.49,Normal,100
2025-10-01 21:22:16,1,24.2,38.04,Normal,100
2025-10-01 21:22:21,2,34.37,57.44,Normal,100
2025-10-01 21:22:26,4,22.55,41.96,Normal,100
2025-10-01 21:22:31,4,34.71,54.62,Normal,100
2025-10-01 21:22:36,3,31.08,40.69,Normal,100
2025-10-01 21:22:41,5,22.1,35.76,Normal,100
2025-10-01 21:22:46,2,24.59,30.15,Anomaly,100
2025-10-01 21:22:51,4,28.0,36.42,Normal,100
2025-10-01 21:22:56,4,21.51,57.76,Normal,100
2025-10-01 21:23:01,2,22.38,33.14,Normal,100
2025-10-01 21:23:06,1,23.35,55.82,Normal,100
2025-10-01 21:23:11,5,23.62,59.02,Normal,100
2025-10-01 21:23:16,5,23.53,31.29,Normal,100
2025-10-01 21:23:21,5,25.98,37.27,Normal,100
2025-10-01 21:23:26,2,33.06,37.77,Normal,100
2025-10-01 21:23:31,5,28.17,49.58,Normal,100
2025-10-01 21:23:36,5,33.39,56.89,Normal,100
2025-10-01 21:23:41,3,31.15,45.01,Normal,100
2025-10-01 21:23:46,1,21.95,50.82,Normal,100
2025-10-01 21:23:51,3,27.31,38.1,Normal,100
2025-10-01 21:23:56,1,34.26,40.7,Normal,100
2025-10-01 21:24:01,1,27.87,30.54,Normal,100
2025-10-01 21:24:06,2,23.99,55.29,Normal,100
2025-10-01 21:24:11,2,28.72,50.5,Normal,100
2025-10-01 21:24:16,1,25.46,38.95,Normal,100
2025-10-01 21:24:21,1,21.46,49.57,Normal,100
2025-10-01 21:24:26,3,26.04,49.7,Normal,100
2025-10-01 21:24:31,5,27.59,41.36,Normal,100
2025-10-01 21:24:36,3,25.53,34.16,Normal,100
2025-10-01 21:24:41,5,30.58,41.06,Normal,100
2025-10-01 21:24:46,1,25.14,30.36,Normal,100
2025-10-01 21:24:51,1,21.27,49.81,Normal,100
2025-10-01 21:24:56,2,23.33,49.91,Normal,100
2025-10-01 21:25:01,5,26.65,34.5,Normal,100
2025-10-01 21:25:06,4,25.58,42.53,Normal,100
2025-10-01 21:25:11,5,29.48,52.81,Normal,100
2025-10-01 21:25:16,1,31.38,47.33,Normal,100
2025-10-01 21:25:21,3,29.15,40.51,Normal,100
2025-10-01 21:25:26,5,22.03,38.59,Normal,100
2025-10-01 21:25:31,1,23.45,51.1,Normal,100
2025-10-01 21:25:36,4,26.75,34.04,Normal,100
2025-10-01 21:25:41,4,26.49,45.83,Normal,100
2025-10-01 21:25:46,3,33.93,50.2,Normal,100
2025-10-01 21:25:51,2,26.08,54.57,Normal,100
2025-10-01 21:25:56,1,24.39,32.36,Normal,100
2025-10-01 21:26:01,2,22.61,37.17,Normal,100
2025-10-01 21:26:06,4,29.79,49.87,Normal,100
2025-10-01 21:26:11,5,34.3,38.59,Normal,100
2025-10-01 21:26:16,2,24.14,52.96,Normal,100
2025-10-01 21:26:21,2,34.27,34.32,Normal,100
2025-10-01 21:26:26,2,27.0,33.48,Normal,100
2025-10-01 21:26:31,3,31.56,43.37,Normal,100
2025-10-01 21:26:36,2,33.45,52.93,Normal,100
2025-10-01 21:26:41,3,25.01,36.06,Normal,100
2025-10-01 21:26:46,2,29.64,34.21,Normal,100
2025-10-01 21:26:51,5,25.1,31.27,Normal,100
2025-10-01 21:26:56,4,28.87,52.97,Normal,100
2025-10-01 21:27:01,5,24.28,36.74,Normal,100
2025-10-01 21:27:06,4,28.13,43.77,Normal,100
2025-10-01 21:27:11,2,21.15,55.99,Normal,100
2025-10-01 21:27:16,2,29.47,46.65,Normal,100
2025-10-01 21:27:21,2,24.09,57.75,Normal,100
2025-10-01 21:27:26,2,29.4,57.39,Normal,100
2025-10-01 21:27:31,1,30.63,43.59,Normal,100
2025-10-01 21:27:36,1,33.94,59.23,Anomaly,100
2025-10-01 21:27:41,2,24.02,33.38,Normal,100
2025-10-01 21:27:46,2,32.07,33.72,Normal,100
2025-10-01 21:27:51,4,29.32,42.93,Normal,100
2025-10-01 21:27:56,5,32.05,53.42,Normal,100
2025-10-01 21:28:01,1,33.61,40.47,Normal,100
2025-10-01 21:28:06,2,21.94,30.72,Normal,100
2025-10-01 21:28:11,3,30.43,43.38,Normal,100
2025-10-01 21:28:16,1,30.22,38.67,Normal,100
2025-10-01 21:28:21,2,21.74,46.48,Normal,100
2025-10-01 21:28:26,5,28.75,32.25,Normal,100
2025-10-01 21:28:31,3,20.03,31.76,Anomaly,100
2025-10-01 21:28:36,3,30.14,30.86,Normal,100
2025-10-01 21:28:41,3,21.06,38.82,Normal,100
2025-10-01 21:28:46,2,22.78,51.18,Normal,100
2025-10-01 21:28:51,1,28.36,43.29,Normal,100
2025-10-01 21:28:56,1,25.32,40.58,Normal,100
2025-10-01 21:29:01,4,34.7,52.26,Normal,100
2025-10-01 21:29:06,2,30.54,59.78,Normal,100
2025-10-01 21:29:11,1,23.44,52.13,Normal,100
2025-10-01 21:29:16,5,24.4,57.05,Normal,100
2025-10-01 21:29:21,2,25.36,58.99,Normal,100
2025-10-01 21:29:26,4,34.71,58.91,Anomaly,100
2025-10-01 21:29:31,5,21.17,49.9,Normal,100
2025-10-01 21:29:36,3,22.97,30.42,Normal,100
2025-10-01 21:29:41,3,29.78,50.73,Normal,100
2025-10-01 21:29:46,5,34.45,40.0,Normal,100
2025-10-01 21:29:51,5,24.22,41.9,Normal,100
2025-10-01 21:29:56,2,24.83,52.89,Normal,100
2025-10-01 21:30:01,1,32.59,40.51,Normal,100
2025-10-01 21:30:06,5,27.42,51.68,Normal,100
2025-10-01 21:30:11,3,30.46,49.99,Normal,100
2025-10-01 21:30:16,1,34.36,41.57,Normal,100
2025-10-01 21:30:21,4,24.65,36.8,Normal,100
2025-10-01 21:30:26,2,34.12,32.37,Anomaly,100
2025-10-01 21:30:31,4,20.37,58.48,Anomaly,100
2025-10-01 21:30:36,2,27.05,44.2,Normal,100
2025-10-01 21:30:41,4,27.56,47.38,Normal,100
2025-10-01 21:30:46,1,28.72,59.32,Normal,100
2025-10-01 21:30:51,2,30.46,58.54,Normal,100
2025-10-01 21:30:56,3,27.33,41.5,Normal,100
2025-10-01 21:31:01,4,28.93,35.7,Normal,100
2025-10-01 21:31:06,3,30.32,59.05,Normal,100
2025-10-01 21:31:11,5,29.88,36.98,Normal,100
2025-10-01 21:31:16,3,32.1,36.01,Normal,100
2025-10-01 21:31:21,3,34.42,43.71,Normal,100
2025-10-01 21:31:26,4,28.58,30.78,Normal,100
2025-10-01 21:31:31,2,31.93,30.91,Normal,100
2025-10-01 21:31:36,2,27.58,35.48,Normal,100
2025-10-01 21:31:41,5,27.25,54.64,Normal,100
2025-10-01 21:31:46,2,23.79,39.9,Normal,100
2025-10-01 21:31:51,4,28.0,30.56,Normal,100
2025-10-01 21:31:56,1,24.49,50.32,Normal,100
2025-10-01 21:32:01,1,23.82,42.81,Normal,100
2025-10-01 21:32:06,4,20.99,53.5,Normal,100
2025-10-01 21:32:11,4,29.84,48.34,Normal,100
2025-10-01 21:32:16,3,22.86,34.36,Normal,100
2025-10-01 21:32:21,4,25.22,54.92,Normal,100
2025-10-01 21:32:26,3,21.74,50.86,Normal,100
2025-10-01 21:32:31,4,30.0,58.09,Normal,100
2025-10-01 21:32:36,1,21.46,33.41,Normal,100
2025-10-01 21:32:41,3,30.48,59.54,Normal,100
2025-10-01 21:32:46,4,31.85,35.25,Normal,100
2025-10-01 21:32:51,3,21.68,33.74,Normal,100
2025-10-01 21:32:56,1,32.93,40.98,Normal,100
2025-10-01 21:33:01,2,34.03,58.53,Anomaly,100
2025-10-01 21:33:06,1,28.92,57.62,Normal,100
2025-10-01 21:33:11,2,25.7,49.64,Normal,100
2025-10-01 21:33:16,5,31.09,51.36,Normal,100
2025-10-01 21:33:21,3,34.39,39.97,Normal,100
2025-10-01 21:33:26,1,29.23,55.85,Normal,100
2025-10-01 21:33:31,3,29.65,51.16,Normal,100
2025-10-01 21:33:36,2,34.9,45.47,Normal,100
2025-10-01 21:33:41,1,26.98,49.48,Normal,100
2025-10-01 21:33:46,1,30.05,36.57,Normal,100
2025-10-01 21:33:51,4,23.64,36.74,Normal,100
2025-10-01 21:33:56,4,30.1,40.07,Normal,100
2025-10-01 21:34:01,1,22.12,42.3,Normal,100
2025-10-01 21:34:06,2,24.7,34.93,Normal,100
2025-10-01 21:34:11,3,20.83,38.61,Normal,100
2025-10-01 21:34:16,2,23.18,48.54,Normal,100
2025-10-01 21:34:21,1,32.25,50.46,Normal,100
2025-10-01 21:34:26,4,27.98,39.85,Normal,100
2025-10-01 21:34:31,1,25.5,39.17,Normal,100
2025-10-01 21:34:36,2,28.35,49.26,Normal,100
2025-10-01 21:34:41,1,24.15,41.34,Normal,100
2025-10-01 21:34:46,2,24.21,58.85,Normal,100
2025-10-01 21:34:51,2,24.46,41.87,Normal,100
2025-10-01 21:34:56,3,32.66,36.43,Normal,100
2025-10-01 21:35:01,2,32.1,58.01,Normal,100
2025-10-01 21:35:06,4,20.48,38.21,Normal,100
2025-10-01 21:35:11,3,27.41,48.94,Normal,100
2025-10-01 21:35:16,2,24.41,39.6,Normal,100
2025-10-01 21:35:21,1,34.04,36.39,Normal,100
2025-10-01 21:35:26,5,26.23,53.68,Normal,100
2025-10-01 21:35:31,4,20.06,54.74,Anomaly,100
2025-10-01 21:35:36,2,27.64,53.95,Normal,100
2025-10-01 21:35:41,1,27.78,44.01,Normal,100
2025-10-01 21:35:46,4,26.33,40.38,Normal,100
2025-10-01 21:35:51,3,24.09,41.8,Normal,100
2025-10-01 21:35:56,2,21.68,49.99,Normal,100
2025-10-01 21:36:01,4,22.3,57.98,Normal,100
2025-10-01 21:36:06,2,34.73,34.66,Normal,100
2025-10-01 21:36:11,1,21.48,32.29,Normal,100
2025-10-01 21:36:16,4,31.36,40.17,Normal,100
2025-10-01 21:36:21,1,27.79,57.93,Normal,100
2025-10-01 21:36:26,4,21.82,48.28,Normal,100
2025-10-01 21:36:31,1,28.54,44.37,Normal,100
2025-10-01 21:36:36,1,24.82,32.96,Normal,100
2025-10-01 21:36:42,3,32.53,34.31,Normal,100
2025-10-01 21:36:47,5,33.86,39.62,Normal,100
2025-10-01 21:36:52,4,27.8,35.78,Normal,100
2025-10-01 21:36:57,3,29.75,52.83,Normal,100
2025-10-01 21:37:02,2,20.51,34.31,Normal,100
2025-10-01 21:37:07,5,23.78,35.3,Normal,100
2025-10-01 21:37:12,1,24.02,45.29,Normal,100
2025-10-01 21:37:17,3,29.53,46.78,Normal,100
2025-10-01 21:37:22,5,23.28,31.68,Normal,100
2025-10-01 21:37:27,1,23.55,45.74,Normal,100
2025-10-01 21:37:32,4,33.76,33.99,Normal,100
2025-10-01 21:37:37,4,27.27,54.1,Normal,100
2025-10-01 21:37:42,2,32.51,50.56,Normal,100
2025-10-01 21:37:47,3,32.61,39.23,Normal,100
2025-10-01 21:37:52,5,20.47,49.89,Normal,100
2025-10-01 21:37:57,2,22.77,53.94,Normal,100
2025-10-01 21:38:02,5,27.19,56.05,Normal,100
2025-10-01 21:38:07,1,31.99,47.86,Normal,100
2025-10-01 21:38:12,4,25.89,39.37,Normal,100
2025-10-01 21:38:17,4,29.71,53.56,Normal,100
2025-10-01 21:38:22,1,25.06,35.97,Normal,100
2025-10-01 21:38:27,2,22.28,47.08,Normal,100
2025-10-01 21:38:32,5,30.48,35.63,Normal,100
2025-10-01 21:38:37,4,33.86,45.53,Normal,100
2025-10-01 21:38:42,3,21.47,46.55,Normal,100
2025-10-01 21:38:47,1,34.6,50.57,Normal,100
2025-10-01 21:38:52,2,21.42,46.47,Normal,100
2025-10-01 21:38:57,2,24.5,34.2,Normal,100
2025-10-01 21:39:02,3,24.91,48.2,Normal,100
2025-10-01 21:39:07,4,26.03,33.24,Normal,100
2025-10-01 21:39:12,2,29.68,38.5,Normal,100
2025-10-01 21:39:17,5,29.66,45.37,Normal,100
2025-10-01 21:39:22,4,33.01,34.01,Normal,100
2025-10-01 21:39:27,3,20.08,43.81,Anomaly,100
2025-10-01 21:39:32,5,24.26,53.15,Normal,100
2025-10-01 21:39:37,3,31.93,30.78,Normal,100
2025-10-01 21:39:42,4,22.88,42.49,Normal,100
2025-10-01 21:39:47,5,30.09,41.73,Normal,100
2025-10-01 21:39:52,2,29.23,39.65,Normal,100
2025-10-01 21:39:57,3,26.16,53.68,Normal,100
2025-10-01 21:40:02,1,29.22,48.55,Normal,100
2025-10-01 21:40:07,2,25.88,53.9,Normal,100
2025-10-01 21:40:12,5,24.92,50.62,Normal,100
2025-10-01 21:40:17,2,31.31,45.59,Normal,100
2025-10-01 21:40:22,3,24.83,45.22,Normal,100
2025-10-01 21:40:27,5,22.67,39.86,Normal,100
2025-10-01 21:40:32,4,24.27,34.78,Normal,100
2025-10-01 21:40:37,1,31.73,31.46,Normal,100
2025-10-01 21:40:42,2,32.88,41.64,Normal,100
2025-10-01 21:40:47,4,24.94,30.75,Normal,100
2025-10-01 21:40:52,2,20.1,41.35,Normal,100
2025-10-01 21:40:57,3,21.95,39.09,Normal,100
2025-10-01 21:41:02,1,24.23,31.36,Normal,100
2025-10-01 21:41:07,1,33.09,30.51,Normal,100
2025-10-01 21:41:12,1,23.63,50.69,Normal,100
2025-10-01 21:41:17,4,27.77,54.05,Normal,100
2025-10-01 21:41:22,1,22.84,30.97,Normal,100
2025-10-01 21:41:27,5,28.5,59.35,Normal,100
2025-10-01 21:41:32,5,23.23,36.14,Normal,100
2025-10-01 21:41:37,3,24.78,57.56,Normal,100
2025-10-01 21:41:42,3,23.41,34.05,Normal,100
2025-10-01 21:41:47,3,34.27,45.18,Normal,100
2025-10-01 21:41:52,2,22.36,48.61,Normal,100
2025-10-01 21:41:57,3,28.89,44.75,Normal,100
2025-10-01 21:42:02,4,21.51,44.13,Normal,100
2025-10-01 21:42:07,2,33.64,44.38,Normal,100
2025-10-01 21:42:12,3,28.27,31.75,Normal,100
2025-10-01 21:42:17,3,29.56,47.75,Normal,100
2025-10-01 21:42:22,1,21.73,34.99,Normal,100
2025-10-01 21:42:27,2,34.3,31.69,Anomaly,100
2025-10-01 21:42:32,4,27.19,56.61,Normal,100
2025-10-01 21:42:37,3,25.21,58.37,Normal,100
2025-10-01 21:42:42,2,25.65,30.7,Normal,100
2025-10-01 21:42:47,3,33.9,37.69,Normal,100
2025-10-01 21:42:52,5,29.71,31.96,Normal,100
2025-10-01 21:42:57,5,23.24,55.53,Normal,100
2025-10-01 21:43:02,3,30.63,45.1,Normal,100
2025-10-01 21:43:07,2,33.08,33.7,Normal,100
2025-10-01 21:43:12,4,32.83,53.15,Normal,100
2025-10-01 21:43:17,3,25.69,34.03,Normal,100
2025-10-01 21:43:22,1,34.81,30.22,Anomaly,100
2025-10-01 21:43:27,1,25.01,34.62,Normal,100
2025-10-01 21:43:32,2,31.77,46.72,Normal,100
2025-10-01 21:43:37,3,21.71,50.2,Normal,100
2025-10-01 21:43:42,4,23.14,53.84,Normal,100
2025-10-01 21:43:47,2,34.6,55.9,Normal,100
2025-10-01 21:43:52,5,20.01,38.75,Anomaly,100
2025-10-01 21:43:57,4,20.17,37.81,Normal,100
2025-10-01 21:44:02,1,29.35,53.01,Normal,100
2025-10-01 21:44:07,4,29.05,53.84,Normal,100
2025-10-01 21:44:12,3,21.71,33.2,Normal,100
2025-10-01 21:44:17,4,31.15,54.15,Normal,100
2025-10-01 21:44:22,2,22.63,52.98,Normal,100
2025-10-01 21:44:27,3,32.95,41.89,Normal,100
2025-10-01 21:44:32,1,34.59,34.83,Normal,100
2025-10-01 21:44:37,2,21.5,31.62,Normal,100
2025-10-01 21:44:42,2,33.67,36.35,Normal,100
2025-10-01 21:44:47,1,34.85,38.96,Normal,100
2025-10-01 21:44:52,4,22.4,35.59,Normal,100
2025-10-01 21:44:57,3,21.16,55.34,Normal,100
2025-10-01 21:45:02,3,23.35,41.35,Normal,100
2025-10-01 21:45:07,2,25.2,46.39,Normal,100
2025-10-01 21:45:12,3,31.05,50.18,Normal,100
2025-10-01 21:45:17,3,28.75,41.2,Normal,100
2025-10-01 21:45:22,3,30.59,44.44,Normal,100
2025-10-01 21:45:27,4,23.68,53.56,Normal,100
2025-10-01 21:45:32,2,25.97,46.23,Normal,100
2025-10-01 21:45:37,1,34.08,55.92,Normal,100
2025-10-01 21:45:42,4,29.29,37.88,Normal,100
2025-10-01 21:45:47,4,30.78,47.24,Normal,100
2025-10-01 21:45:52,3,31.34,30.54,Normal,100
2025-10-01 21:45:57,1,25.87,58.11,Normal,100
2025-10-01 21:46:02,2,32.44,46.76,Normal,100
2025-10-01 21:46:07,2,32.74,50.17,Normal,100
2025-10-01 21:46:12,4,28.79,52.43,Normal,100
2025-10-01 21:46:17,2,30.26,51.36,Normal,100
2025-10-01 21:46:22,4,29.66,46.2,Normal,100
2025-10-01 21:46:27,5,24.1,52.49,Normal,100
2025-10-01 21:46:32,4,23.49,31.9,Normal,100
2025-10-01 21:46:37,4,23.94,52.74,Normal,100
2025-10-01 21:46:42,3,27.43,49.96,Normal,100
2025-10-01 21:46:47,5,33.63,43.28,Normal,100
2025-10-01 21:46:52,2,24.6,57.22,Normal,100
2025-10-01 21:46:57,5,32.86,45.82,Normal,100
2025-10-01 21:47:02,5,23.05,46.4,Normal,100
2025-10-01 21:47:07,1,30.44,49.18,Normal,100
2025-10-01 21:47:12,4,31.07,36.54,Normal,100
2025-10-01 21:47:17,3,27.14,56.01,Normal,100
2025-10-01 21:47:22,4,25.96,58.79,Normal,100
2025-10-01 21:47:27,4,23.75,48.43,Normal,100
2025-10-01 21:47:32,2,32.16,57.09,Normal,100
2025-10-01 21:47:37,2,28.49,54.39,Normal,100
2025-10-01 21:47:42,2,32.3,44.91,Normal,100
2025-10-01 21:47:47,5,24.69,33.14,Normal,100
2025-10-01 21:47:52,4,24.78,48.8,Normal,100
2025-10-01 21:47:57,4,31.62,39.75,Normal,100
2025-10-01 21:48:02,1,27.94,52.42,Normal,100
2025-10-01 21:48:07,1,20.28,50.11,Normal,100
2025-10-01 21:48:12,3,34.53,41.3,Normal,100
2025-10-01 21:48:17,2,21.27,49.94,Normal,100
2025-10-01 21:48:22,3,30.06,33.94,Normal,100
2025-10-01 21:48:27,3,20.28,44.16,Normal,100
2025-10-01 21:48:32,5,28.25,39.82,Normal,100
