sensor_id,temperature,humidity,timestamp
3,31.86,47.86,2025-10-01 21:18:31
1,31.18,58.76,2025-10-01 21:18:36
5,34.03,46.07,2025-10-01 21:18:41
3,34.05,33.03,2025-10-01 21:18:46
3,22.69,58.92,2025-10-01 21:18:51
4,20.95,57.17,2025-10-01 21:18:56
2,24.47,57.84,2025-10-01 21:19:01
1,29.35,39.1,2025-10-01 21:19:06
4,30.11,43.24,2025-10-01 21:19:11
5,32.45,47.93,2025-10-01 21:19:16
4,22.68,52.52,2025-10-01 21:19:21
3,33.28,32.25,2025-10-01 21:19:26
5,31.61,48.42,2025-10-01 21:19:31
2,31.75,36.77,2025-10-01 21:19:36
2,30.21,52.62,2025-10-01 21:19:41
5,21.29,51.8,2025-10-01 21:19:46
3,30.92,58.66,2025-10-01 21:19:51
4,25.88,39.42,2025-10-01 21:19:56
3,24.78,41.8,2025-10-01 21:20:01
2,24.89,51.08,2025-10-01 21:20:06
3,21.37,49.43,2025-10-01 21:20:11
4,24.0,52.21,2025-10-01 21:20:16
3,22.96,59.6,2025-10-01 21:20:21
5,32.76,35.09,2025-10-01 21:20:26
1,20.16,51.16,2025-10-01 21:20:31
5,21.45,35.44,2025-10-01 21:20:36
5,33.79,41.34,2025-10-01 21:20:41
2,28.55,47.49,2025-10-01 21:20:46
5,33.19,57.23,2025-10-01 21:20:51
2,28.13,53.16,2025-10-01 21:20:56
3,30.8,54.91,2025-10-01 21:21:01
2,33.52,58.49,2025-10-01 21:21:06
5,26.61,45.96,2025-10-01 21:21:11
2,32.42,57.95,2025-10-01 21:21:16
1,33.12,35.38,2025-10-01 21:21:21
2,22.0,52.85,2025-10-01 21:21:26
3,26.62,49.91,2025-10-01 21:21:31
3,23.6,49.88,2025-10-01 21:21:36
3,23.21,49.41,2025-10-01 21:21:41
1,26.79,48.38,2025-10-01 21:21:46
1,27.05,50.48,2025-10-01 21:21:51
2,20.46,36.53,2025-10-01 21:21:56
2,25.79,36.07,2025-10-01 21:22:01
2,24.13,53.98,2025-10-01 21:22:06
3,23.28,47.49,2025-10-01 21:22:11
1,24.2,38.04,2025-10-01 21:22:16
2,34.37,57.44,2025-10-01 21:22:21
4,22.55,41.96,2025-10-01 21:22:26
4,34.71,54.62,2025-10-01 21:22:31
3,31.08,40.69,2025-10-01 21:22:36
5,22.1,35.76,2025-10-01 21:22:41
2,24.59,30.15,2025-10-01 21:22:46
4,28.0,36.42,2025-10-01 21:22:51
4,21.51,57.76,2025-10-01 21:22:56
2,22.38,33.14,2025-10-01 21:23:01
1,23.35,55.82,2025-10-01 21:23:06
5,23.62,59.02,2025-10-01 21:23:11
5,23.53,31.29,2025-10-01 21:23:16
5,25.98,37.27,2025-10-01 21:23:21
2,33.06,37.77,2025-10-01 21:23:26
5,28.17,49.58,2025-10-01 21:23:31
5,33.39,56.89,2025-10-01 21:23:36
3,31.15,45.01,2025-10-01 21:23:41
1,21.95,50.82,2025-10-01 21:23:46
3,27.31,38.1,2025-10-01 21:23:51
1,34.26,40.7,2025-10-01 21:23:56
1,27.87,30.54,2025-10-01 21:24:01
2,23.99,55.29,2025-10-01 21:24:06
2,28.72,50.5,2025-10-01 21:24:11
1,25.46,38.95,2025-10-01 21:24:16
1,21.46,49.57,2025-10-01 21:24:21
3,26.04,49.7,2025-10-01 21:24:26
5,27.59,41.36,2025-10-01 21:24:31
3,25.53,34.16,2025-10-01 21:24:36
5,30.58,41.06,2025-10-01 21:24:41
1,25.14,30.36,2025-10-01 21:24:46
1,21.27,49.81,2025-10-01 21:24:51
2,23.33,49.91,2025-10-01 21:24:56
5,26.65,34.5,2025-10-01 21:25:01
4,25.58,42.53,2025-10-01 21:25:06
5,29.48,52.81,2025-10-01 21:25:11
1,31.38,47.33,2025-10-01 21:25:16
3,29.15,40.51,2025-10-01 21:25:21
5,22.03,38.59,2025-10-01 21:25:26
1,23.45,51.1,2025-10-01 21:25:31
4,26.75,34.04,2025-10-01 21:25:36
4,26.49,45.83,2025-10-01 21:25:41
3,33.93,50.2,2025-10-01 21:25:46
2,26.08,54.57,2025-10-01 21:25:51
1,24.39,32.36,2025-10-01 21:25:56
2,22.61,37.17,2025-10-01 21:26:01
4,29.79,49.87,2025-10-01 21:26:06
5,34.3,38.59,2025-10-01 21:26:11
2,24.14,52.96,2025-10-01 21:26:16
2,34.27,34.32,2025-10-01 21:26:21
2,27.0,33.48,2025-10-01 21:26:26
3,31.56,43.37,2025-10-01 21:26:31
2,33.45,52.93,2025-10-01 21:26:36
3,25.01,36.06,2025-10-01 21:26:41
2,29.64,34.21,2025-10-01 21:26:46
5,25.1,31.27,2025-10-01 21:26:51
4,28.87,52.97,2025-10-01 21:26:56
5,24.28,36.74,2025-10-01 21:27:01
4,28.13,43.77,2025-10-01 21:27:06
2,21.15,55.99,2025-10-01 21:27:11
2,29.47,46.65,2025-10-01 21:27:16
2,24.09,57.75,2025-10-01 21:27:21
2,29.4,57.39,2025-10-01 21:27:26
1,30.63,43.59,2025-10-01 21:27:31
1,33.94,59.23,2025-10-01 21:27:36
2,24.02,33.38,2025-10-01 21:27:41
2,32.07,33.72,2025-10-01 21:27:46
4,29.32,42.93,2025-10-01 21:27:51
5,32.05,53.42,2025-10-01 21:27:56
1,33.61,40.47,2025-10-01 21:28:01
2,21.94,30.72,2025-10-01 21:28:06
3,30.43,43.38,2025-10-01 21:28:11
1,30.22,38.67,2025-10-01 21:28:16
2,21.74,46.48,2025-10-01 21:28:21
5,28.75,32.25,2025-10-01 21:28:26
3,20.03,31.76,2025-10-01 21:28:31
3,30.14,30.86,2025-10-01 21:28:36
3,21.06,38.82,2025-10-01 21:28:41
2,22.78,51.18,2025-10-01 21:28:46
1,28.36,43.29,2025-10-01 21:28:51
1,25.32,40.58,2025-10-01 21:28:56
4,34.7,52.26,2025-10-01 21:29:01
2,30.54,59.78,2025-10-01 21:29:06
1,23.44,52.13,2025-10-01 21:29:11
5,24.4,57.05,2025-10-01 21:29:16
2,25.36,58.99,2025-10-01 21:29:21
4,34.71,58.91,2025-10-01 21:29:26
5,21.17,49.9,2025-10-01 21:29:31
3,22.97,30.42,2025-10-01 21:29:36
3,29.78,50.73,2025-10-01 21:29:41
5,34.45,40.0,2025-10-01 21:29:46
5,24.22,41.9,2025-10-01 21:29:51
2,24.83,52.89,2025-10-01 21:29:56
1,32.59,40.51,2025-10-01 21:30:01
5,27.42,51.68,2025-10-01 21:30:06
3,30.46,49.99,2025-10-01 21:30:11
1,34.36,41.57,2025-10-01 21:30:16
4,24.65,36.8,2025-10-01 21:30:21
2,34.12,32.37,2025-10-01 21:30:26
4,20.37,58.48,2025-10-01 21:30:31
2,27.05,44.2,2025-10-01 21:30:36
4,27.56,47.38,2025-10-01 21:30:41
1,28.72,59.32,2025-10-01 21:30:46
2,30.46,58.54,2025-10-01 21:30:51
3,27.33,41.5,2025-10-01 21:30:56
4,28.93,35.7,2025-10-01 21:31:01
3,30.32,59.05,2025-10-01 21:31:06
5,29.88,36.98,2025-10-01 21:31:11
3,32.1,36.01,2025-10-01 21:31:16
3,34.42,43.71,2025-10-01 21:31:21
4,28.58,30.78,2025-10-01 21:31:26
2,31.93,30.91,2025-10-01 21:31:31
2,27.58,35.48,2025-10-01 21:31:36
5,27.25,54.64,2025-10-01 21:31:41
2,23.79,39.9,2025-10-01 21:31:46
4,28.0,30.56,2025-10-01 21:31:51
1,24.49,50.32,2025-10-01 21:31:56
1,23.82,42.81,2025-10-01 21:32:01
4,20.99,53.5,2025-10-01 21:32:06
4,29.84,48.34,2025-10-01 21:32:11
3,22.86,34.36,2025-10-01 21:32:16
4,25.22,54.92,2025-10-01 21:32:21
3,21.74,50.86,2025-10-01 21:32:26
4,30.0,58.09,2025-10-01 21:32:31
1,21.46,33.41,2025-10-01 21:32:36
3,30.48,59.54,2025-10-01 21:32:41
4,31.85,35.25,2025-10-01 21:32:46
3,21.68,33.74,2025-10-01 21:32:51
1,32.93,40.98,2025-10-01 21:32:56
2,34.03,58.53,2025-10-01 21:33:01
1,28.92,57.62,2025-10-01 21:33:06
2,25.7,49.64,2025-10-01 21:33:11
5,31.09,51.36,2025-10-01 21:33:16
3,34.39,39.97,2025-10-01 21:33:21
1,29.23,55.85,2025-10-01 21:33:26
3,29.65,51.16,2025-10-01 21:33:31
2,34.9,45.47,2025-10-01 21:33:36
1,26.98,49.48,2025-10-01 21:33:41
1,30.05,36.57,2025-10-01 21:33:46
4,23.64,36.74,2025-10-01 21:33:51
4,30.1,40.07,2025-10-01 21:33:56
1,22.12,42.3,2025-10-01 21:34:01
2,24.7,34.93,2025-10-01 21:34:06
3,20.83,38.61,2025-10-01 21:34:11
2,23.18,48.54,2025-10-01 21:34:16
1,32.25,50.46,2025-10-01 21:34:21
4,27.98,39.85,2025-10-01 21:34:26
1,25.5,39.17,2025-10-01 21:34:31
2,28.35,49.26,2025-10-01 21:34:36
1,24.15,41.34,2025-10-01 21:34:41
2,24.21,58.85,2025-10-01 21:34:46
2,24.46,41.87,2025-10-01 21:34:51
3,32.66,36.43,2025-10-01 21:34:56
2,32.1,58.01,2025-10-01 21:35:01
4,20.48,38.21,2025-10-01 21:35:06
3,27.41,48.94,2025-10-01 21:35:11
2,24.41,39.6,2025-10-01 21:35:16
1,34.04,36.39,2025-10-01 21:35:21
5,26.23,53.68,2025-10-01 21:35:26
4,20.06,54.74,2025-10-01 21:35:31
2,27.64,53.95,2025-10-01 21:35:36
1,27.78,44.01,2025-10-01 21:35:41
4,26.33,40.38,2025-10-01 21:35:46
3,24.09,41.8,2025-10-01 21:35:51
2,21.68,49.99,2025-10-01 21:35:56
4,22.3,57.98,2025-10-01 21:36:01
2,34.73,34.66,2025-10-01 21:36:06
1,21.48,32.29,2025-10-01 21:36:11
4,31.36,40.17,2025-10-01 21:36:16
1,27.79,57.93,2025-10-01 21:36:21
4,21.82,48.28,2025-10-01 21:36:26
1,28.54,44.37,2025-10-01 21:36:31
1,24.82,32.96,2025-10-01 21:36:36
3,32.53,34.31,2025-10-01 21:36:42
5,33.86,39.62,2025-10-01 21:36:47
4,27.8,35.78,2025-10-01 21:36:52
3,29.75,52.83,2025-10-01 21:36:57
2,20.51,34.31,2025-10-01 21:37:02
5,23.78,35.3,2025-10-01 21:37:07
1,24.02,45.29,2025-10-01 21:37:12
3,29.53,46.78,2025-10-01 21:37:17
5,23.28,31.68,2025-10-01 21:37:22
1,23.55,45.74,2025-10-01 21:37:27
4,33.76,33.99,2025-10-01 21:37:32
4,27.27,54.1,2025-10-01 21:37:37
2,32.51,50.56,2025-10-01 21:37:42
3,32.61,39.23,2025-10-01 21:37:47
5,20.47,49.89,2025-10-01 21:37:52
2,22.77,53.94,2025-10-01 21:37:57
5,27.19,56.05,2025-10-01 21:38:02
1,31.99,47.86,2025-10-01 21:38:07
4,25.89,39.37,2025-10-01 21:38:12
4,29.71,53.56,2025-10-01 21:38:17
1,25.06,35.97,2025-10-01 21:38:22
2,22.28,47.08,2025-10-01 21:38:27
5,30.48,35.63,2025-10-01 21:38:32
4,33.86,45.53,2025-10-01 21:38:37
3,21.47,46.55,2025-10-01 21:38:42
1,34.6,50.57,2025-10-01 21:38:47
2,21.42,46.47,2025-10-01 21:38:52
2,24.5,34.2,2025-10-01 21:38:57
3,24.91,48.2,2025-10-01 21:39:02
4,26.03,33.24,2025-10-01 21:39:07
2,29.68,38.5,2025-10-01 21:39:12
5,29.66,45.37,2025-10-01 21:39:17
4,33.01,34.01,2025-10-01 21:39:22
3,20.08,43.81,2025-10-01 21:39:27
5,24.26,53.15,2025-10-01 21:39:32
3,31.93,30.78,2025-10-01 21:39:37
4,22.88,42.49,2025-10-01 21:39:42
5,30.09,41.73,2025-10-01 21:39:47
2,29.23,39.65,2025-10-01 21:39:52
3,26.16,53.68,2025-10-01 21:39:57
1,29.22,48.55,2025-10-01 21:40:02
2,25.88,53.9,2025-10-01 21:40:07
5,24.92,50.62,2025-10-01 21:40:12
2,31.31,45.59,2025-10-01 21:40:17
3,24.83,45.22,2025-10-01 21:40:22
5,22.67,39.86,2025-10-01 21:40:27
4,24.27,34.78,2025-10-01 21:40:32
1,31.73,31.46,2025-10-01 21:40:37
2,32.88,41.64,2025-10-01 21:40:42
4,24.94,30.75,2025-10-01 21:40:47
2,20.1,41.35,2025-10-01 21:40:52
3,21.95,39.09,2025-10-01 21:40:57
1,24.23,31.36,2025-10-01 21:41:02
1,33.09,30.51,2025-10-01 21:41:07
1,23.63,50.69,2025-10-01 21:41:12
4,27.77,54.05,2025-10-01 21:41:17
1,22.84,30.97,2025-10-01 21:41:22
5,28.5,59.35,2025-10-01 21:41:27
5,23.23,36.14,2025-10-01 21:41:32
3,24.78,57.56,2025-10-01 21:41:37
3,23.41,34.05,2025-10-01 21:41:42
3,34.27,45.18,2025-10-01 21:41:47
2,22.36,48.61,2025-10-01 21:41:52
3,28.89,44.75,2025-10-01 21:41:57
4,21.51,44.13,2025-10-01 21:42:02
2,33.64,44.38,2025-10-01 21:42:07
3,28.27,31.75,2025-10-01 21:42:12
3,29.56,47.75,2025-10-01 21:42:17
1,21.73,34.99,2025-10-01 21:42:22
2,34.3,31.69,2025-10-01 21:42:27
4,27.19,56.61,2025-10-01 21:42:32
3,25.21,58.37,2025-10-01 21:42:37
2,25.65,30.7,2025-10-01 21:42:42
3,33.9,37.69,2025-10-01 21:42:47
5,29.71,31.96,2025-10-01 21:42:52
5,23.24,55.53,2025-10-01 21:42:57
3,30.63,45.1,2025-10-01 21:43:02
2,33.08,33.7,2025-10-01 21:43:07
4,32.83,53.15,2025-10-01 21:43:12
3,25.69,34.03,2025-10-01 21:43:17
1,34.81,30.22,2025-10-01 21:43:22
1,25.01,34.62,2025-10-01 21:43:27
2,31.77,46.72,2025-10-01 21:43:32
3,21.71,50.2,2025-10-01 21:43:37
4,23.14,53.84,2025-10-01 21:43:42
2,34.6,55.9,2025-10-01 21:43:47
5,20.01,38.75,2025-10-01 21:43:52
4,20.17,37.81,2025-10-01 21:43:57
1,29.35,53.01,2025-10-01 21:44:02
4,29.05,53.84,2025-10-01 21:44:07
3,21.71,33.2,2025-10-01 21:44:12
4,31.15,54.15,2025-10-01 21:44:17
2,22.63,52.98,2025-10-01 21:44:22
3,32.95,41.89,2025-10-01 21:44:27
1,34.59,34.83,2025-10-01 21:44:32
2,21.5,31.62,2025-10-01 21:44:37
2,33.67,36.35,2025-10-01 21:44:42
1,34.85,38.96,2025-10-01 21:44:47
4,22.4,35.59,2025-10-01 21:44:52
3,21.16,55.34,2025-10-01 21:44:57
3,23.35,41.35,2025-10-01 21:45:02
2,25.2,46.39,2025-10-01 21:45:07
3,31.05,50.18,2025-10-01 21:45:12
3,28.75,41.2,2025-10-01 21:45:17
3,30.59,44.44,2025-10-01 21:45:22
4,23.68,53.56,2025-10-01 21:45:27
2,25.97,46.23,2025-10-01 21:45:32
1,34.08,55.92,2025-10-01 21:45:37
4,29.29,37.88,2025-10-01 21:45:42
4,30.78,47.24,2025-10-01 21:45:47
3,31.34,30.54,2025-10-01 21:45:52
1,25.87,58.11,2025-10-01 21:45:57
2,32.44,46.76,2025-10-01 21:46:02
2,32.74,50.17,2025-10-01 21:46:07
4,28.79,52.43,2025-10-01 21:46:12
2,30.26,51.36,2025-10-01 21:46:17
4,29.66,46.2,2025-10-01 21:46:22
5,24.1,52.49,2025-10-01 21:46:27
4,23.49,31.9,2025-10-01 21:46:32
4,23.94,52.74,2025-10-01 21:46:37
3,27.43,49.96,2025-10-01 21:46:42
5,33.63,43.28,2025-10-01 21:46:47
2,24.6,57.22,2025-10-01 21:46:52
5,32.86,45.82,2025-10-01 21:46:57
5,23.05,46.4,2025-10-01 21:47:02
1,30.44,49.18,2025-10-01 21:47:07
4,31.07,36.54,2025-10-01 21:47:12
3,27.14,56.01,2025-10-01 21:47:17
4,25.96,58.79,2025-10-01 21:47:22
4,23.75,48.43,2025-10-01 21:47:27
2,32.16,57.09,2025-10-01 21:47:32
2,28.49,54.39,2025-10-01 21:47:37
2,32.3,44.91,2025-10-01 21:47:42
5,24.69,33.14,2025-10-01 21:47:47
4,24.78,48.8,2025-10-01 21:47:52
4,31.62,39.75,2025-10-01 21:47:57
1,27.94,52.42,2025-10-01 21:48:02
1,20.28,50.11,2025-10-01 21:48:07
3,34.53,41.3,2025-10-01 21:48:12
2,21.27,49.94,2025-10-01 21:48:17
3,30.06,33.94,2025-10-01 21:48:22
3,20.28,44.16,2025-10-01 21:48:27
5,28.25,39.82,2025-10-01 21:48:32
1,31.45,33.16,2025-10-01 21:48:37
5,23.46,33.91,2025-10-01 21:48:42
5,32.23,35.84,2025-10-01 21:48:47
5,24.43,31.68,2025-10-01 21:48:52
3,21.9,56.83,2025-10-01 21:48:57
4,31.65,47.8,2025-10-01 21:49:02
5,29.31,49.17,2025-10-01 21:49:07
3,27.91,45.82,2025-10-01 21:49:12
2,20.78,41.75,2025-10-01 21:49:17
5,29.44,35.69,2025-10-01 21:49:22
4,31.27,59.33,2025-10-01 21:49:27
5,26.76,53.76,2025-10-01 21:49:32
2,26.26,46.6,2025-10-01 21:49:37
1,27.64,45.63,2025-10-01 21:49:42
2,21.16,50.0,2025-10-01 21:49:47
4,26.18,48.69,2025-10-01 21:49:52
1,24.14,53.75,2025-10-01 21:49:57
2,23.75,52.61,2025-10-01 21:50:02
3,32.43,32.5,2025-10-01 21:50:07
1,22.28,58.48,2025-10-01 21:50:12
4,31.19,56.56,2025-10-01 21:50:17
1,21.8,38.7,2025-10-01 21:50:22
4,26.35,50.46,2025-10-01 21:50:27
4,26.8,56.11,2025-10-01 21:50:32
2,31.25,38.32,2025-10-01 21:50:37
2,21.61,49.36,2025-10-01 21:50:42
4,21.25,45.27,2025-10-01 21:50:47
2,21.03,48.48,2025-10-01 21:50:52
5,24.54,48.81,2025-10-01 21:50:57
3,25.06,31.54,2025-10-01 21:51:02
4,20.41,58.95,2025-10-01 21:51:07
3,27.17,45.81,2025-10-01 21:51:12
1,26.24,49.72,2025-10-01 21:51:17
3,24.67,56.98,2025-10-01 21:51:22
3,25.19,47.28,2025-10-01 21:51:27
2,32.65,38.98,2025-10-01 21:51:32
3,21.66,51.11,2025-10-01 21:51:37
5,20.87,38.74,2025-10-01 21:51:42
4,25.35,46.66,2025-10-01 21:51:47
3,34.04,33.78,2025-10-01 21:51:52
3,23.05,48.74,2025-10-01 21:51:57
1,33.83,31.64,2025-10-01 21:52:02
5,20.06,33.09,2025-10-01 21:52:07
2,27.66,55.61,2025-10-01 21:52:12
5,24.63,30.31,2025-10-01 21:52:17
2,34.49,49.51,2025-10-01 21:52:22
4,24.16,56.32,2025-10-01 21:52:27
4,23.02,57.96,2025-10-01 21:52:32
1,29.12,44.86,2025-10-01 21:52:37
3,21.24,31.92,2025-10-01 21:52:42
2,28.77,39.22,2025-10-01 21:52:47
5,30.85,48.82,2025-10-01 21:52:52
2,30.59,52.58,2025-10-01 21:52:57
5,25.63,52.32,2025-10-01 21:53:02
1,20.41,48.42,2025-10-01 21:53:07
3,20.9,51.99,2025-10-01 21:53:12
4,20.06,59.33,2025-10-01 21:53:17
3,34.6,38.71,2025-10-01 21:53:22
1,31.22,53.88,2025-10-01 21:53:27
3,27.95,59.83,2025-10-01 21:53:32
4,25.87,48.11,2025-10-01 21:53:37
1,20.12,48.52,2025-10-01 21:53:42
1,25.64,33.44,2025-10-01 21:53:47
1,22.29,30.82,2025-10-01 21:53:52
3,20.84,49.34,2025-10-01 21:53:57
5,33.98,42.85,2025-10-01 21:54:02
4,34.68,55.98,2025-10-01 21:54:07
3,33.87,59.89,2025-10-01 21:54:12
1,23.79,50.74,2025-10-01 21:54:17
3,27.72,34.06,2025-10-01 21:54:22
4,27.0,53.77,2025-10-01 21:54:27
2,20.0,54.19,2025-10-01 21:54:32
1,26.7,46.9,2025-10-01 21:54:37
1,28.19,33.98,2025-10-01 21:54:42
5,22.31,41.18,2025-10-01 21:54:47
2,23.49,47.31,2025-10-01 21:54:52
1,31.63,32.08,2025-10-01 21:54:57
4,24.44,43.13,2025-10-01 21:55:02
3,23.88,43.22,2025-10-01 21:55:07
1,26.38,36.0,2025-10-01 21:55:12
4,23.04,42.6,2025-10-01 21:55:17
1,31.56,37.58,2025-10-01 21:55:22
1,34.47,41.48,2025-10-01 21:55:27
3,30.76,49.46,2025-10-01 21:55:32
4,32.26,36.74,2025-10-01 21:55:37
3,20.89,38.15,2025-10-01 21:55:42
2,22.37,34.63,2025-10-01 21:55:47
3,25.92,42.34,2025-10-01 21:55:52
1,24.77,38.86,2025-10-01 21:55:57
1,21.34,35.64,2025-10-01 21:56:02
5,25.08,59.76,2025-10-01 21:56:07
2,21.14,41.42,2025-10-01 21:56:12
1,22.48,36.29,2025-10-01 21:56:17
1,22.3,52.37,2025-10-01 21:56:22
3,27.31,57.18,2025-10-01 21:56:27
1,27.6,44.9,2025-10-01 21:56:32
4,30.27,31.35,2025-10-01 21:56:37
5,31.51,56.1,2025-10-01 21:56:42
1,27.82,52.58,2025-10-01 21:56:47
5,22.6,59.08,2025-10-01 21:56:52
2,23.98,51.06,2025-10-01 21:56:57
5,20.15,42.45,2025-10-01 21:57:02
3,26.91,32.61,2025-10-01 21:57:07
3,26.57,54.09,2025-10-01 21:57:12
1,33.7,42.85,2025-10-01 21:57:17
1,34.41,31.03,2025-10-01 21:57:22
1,33.1,35.69,2025-10-01 21:57:27
2,24.03,33.3,2025-10-01 21:57:32
4,21.32,57.88,2025-10-01 21:57:37
2,32.74,34.2,2025-10-01 21:57:42
5,28.38,37.86,2025-10-01 21:57:47
3,24.63,52.95,2025-10-01 21:57:52
3,31.04,51.59,2025-10-01 21:57:57
1,34.0,34.02,2025-10-01 21:58:02
5,20.34,31.46,2025-10-01 21:58:07
1,21.54,39.95,2025-10-01 21:58:12
5,30.86,40.15,2025-10-01 21:58:17
5,22.88,53.21,2025-10-01 21:58:22
5,28.49,48.95,2025-10-01 21:58:27
3,22.38,51.93,2025-10-01 21:58:32
2,26.46,47.52,2025-10-01 21:58:37
2,22.34,50.6,2025-10-01 21:58:42
4,20.74,45.77,2025-10-01 21:58:47
2,23.3,57.81,2025-10-01 21:58:52
4,23.57,31.0,2025-10-01 21:58:57
2,25.57,36.78,2025-10-01 21:59:02
2,31.41,57.71,2025-10-01 21:59:07
5,22.42,53.49,2025-10-01 21:59:12
